order,segment,user_id,target_item,corrected_target_rank,corrected_hit_at_1,corrected_hit_at_3,corrected_hit_at_5,corrected_hit_at_10,corrected_ndcg_at_10,corrected_ranking_success,memory_only_target_rank,memory_only_hit_at_1,memory_only_hit_at_3,memory_only_hit_at_5,memory_only_hit_at_10,memory_only_ndcg_at_10,memory_only_ranking_success,read_target_rank,read_hit_at_1,read_hit_at_3,read_hit_at_5,read_hit_at_10,read_ndcg_at_10,read_ranking_success,full_target_rank,full_hit_at_1,full_hit_at_3,full_hit_at_5,full_hit_at_10,full_ndcg_at_10,full_ranking_success,memory_only_minus_corrected_ndcg_at_10,read_minus_memory_only_ndcg_at_10,full_minus_read_ndcg_at_10
269,3,4999,149584,8,0,0,0,1,0.3010299956639812,True,8,0,0,0,1,0.3010299956639812,True,4,0,0,1,1,0.38685280723454163,True,8,0,0,0,1,0.3010299956639812,True,0.0,0.08582281157056043,-0.08582281157056043
270,3,6842,48370,10,0,0,0,0,0.0,False,1,0,1,1,1,0.6309297535714575,True,1,0,1,1,1,0.6309297535714575,True,10,0,0,0,0,0.0,False,0.6309297535714575,0.0,-0.6309297535714575
271,3,962,184057,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0.0,0.0,0.0
272,3,7243,122488,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0.0,0.0,0.0
273,3,5674,60123,2,0,1,1,1,0.5,True,1,0,1,1,1,0.6309297535714575,True,0,1,1,1,1,1.0,True,1,0,1,1,1,0.6309297535714575,True,0.13092975357145753,0.36907024642854247,-0.36907024642854247
274,3,4634,165848,3,0,0,1,1,0.43067655807339306,True,1,0,1,1,1,0.6309297535714575,True,1,0,1,1,1,0.6309297535714575,True,3,0,0,1,1,0.43067655807339306,True,0.20025319549806447,0.0,-0.20025319549806447
275,3,5736,65868,3,0,0,1,1,0.43067655807339306,True,6,0,0,0,1,0.3333333333333333,True,3,0,0,1,1,0.43067655807339306,True,2,0,1,1,1,0.5,True,-0.09734322474005974,0.09734322474005974,0.06932344192660694
276,3,1265,49014,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0.0,0.0,0.0
277,3,5390,124454,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0.0,0.0,0.0
278,3,6459,962,9,0,0,0,1,0.2890648263178879,True,9,0,0,0,1,0.2890648263178879,True,9,0,0,0,1,0.2890648263178879,True,9,0,0,0,1,0.2890648263178879,True,0.0,0.0,0.0
279,3,6841,6409,0,1,1,1,1,1.0,True,1,0,1,1,1,0.6309297535714575,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,-0.36907024642854247,0.36907024642854247,0.0
280,3,2164,90599,5,0,0,0,1,0.3562071871080222,True,2,0,1,1,1,0.5,True,5,0,0,0,1,0.3562071871080222,True,2,0,1,1,1,0.5,True,0.14379281289197782,-0.14379281289197782,0.14379281289197782
281,3,810,106946,4,0,0,1,1,0.38685280723454163,True,4,0,0,1,1,0.38685280723454163,True,4,0,0,1,1,0.38685280723454163,True,4,0,0,1,1,0.38685280723454163,True,0.0,0.0,0.0
282,3,6208,171751,4,0,0,1,1,0.38685280723454163,True,2,0,1,1,1,0.5,True,2,0,1,1,1,0.5,True,3,0,0,1,1,0.43067655807339306,True,0.11314719276545837,0.0,-0.06932344192660694
283,3,114,83288,0,1,1,1,1,1.0,True,1,0,1,1,1,0.6309297535714575,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,-0.36907024642854247,0.36907024642854247,0.0
284,3,1235,4380,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0.0,0.0,0.0
285,3,5628,95261,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0.0,0.0,0.0
286,3,2735,82450,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0.0,0.0,0.0
287,3,2458,30685,9,0,0,0,1,0.2890648263178879,True,8,0,0,0,1,0.3010299956639812,True,8,0,0,0,1,0.3010299956639812,True,9,0,0,0,1,0.2890648263178879,True,0.011965169346093318,0.0,-0.011965169346093318
288,3,5533,85522,3,0,0,1,1,0.43067655807339306,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0.5693234419266069,0.0,0.0
289,3,6913,1900,4,0,0,1,1,0.38685280723454163,True,4,0,0,1,1,0.38685280723454163,True,4,0,0,1,1,0.38685280723454163,True,4,0,0,1,1,0.38685280723454163,True,0.0,0.0,0.0
290,3,5754,179201,4,0,0,1,1,0.38685280723454163,True,4,0,0,1,1,0.38685280723454163,True,4,0,0,1,1,0.38685280723454163,True,0,1,1,1,1,1.0,True,0.0,0.0,0.6131471927654584
291,3,4777,169266,3,0,0,1,1,0.43067655807339306,True,1,0,1,1,1,0.6309297535714575,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0.20025319549806447,0.36907024642854247,0.0
292,3,5396,136057,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0.0,0.0,0.0
293,3,1352,140075,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0.0,0.0,0.0
294,3,5367,93980,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0.0,0.0,0.0
295,3,4872,154021,1,0,1,1,1,0.6309297535714575,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0.36907024642854247,0.0,0.0
296,3,6364,22622,2,0,1,1,1,0.5,True,0,1,1,1,1,1.0,True,2,0,1,1,1,0.5,True,2,0,1,1,1,0.5,True,0.5,-0.5,0.0
297,3,2981,64033,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0.0,0.0,0.0
298,3,3483,137601,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0.0,0.0,0.0
299,3,4966,168768,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0.0,0.0,0.0
300,3,6649,164557,1,0,1,1,1,0.6309297535714575,True,1,0,1,1,1,0.6309297535714575,True,1,0,1,1,1,0.6309297535714575,True,1,0,1,1,1,0.6309297535714575,True,0.0,0.0,0.0
